aX,aY,aZ,gX,gY,gZ
0.168,0.380,0.380,0.397,-0.163,0.154
0.188,0.330,0.330,0.475,-0.250,0.128
0.151,0.455,0.455,0.586,-0.302,0.098
0.116,0.535,0.535,0.666,-0.357,0.088
0.113,0.369,0.369,0.756,-0.410,0.057
0.022,0.531,0.531,0.884,-0.465,0.029
0.021,0.623,0.623,0.975,-0.509,0.018
0.152,0.752,0.752,1.075,-0.564,0.001
0.135,0.929,0.929,1.139,-0.586,-0.019
0.095,1.094,1.094,1.171,-0.590,-0.021
0.243,1.161,1.161,1.181,-0.558,-0.013
0.299,1.203,1.203,1.181,-0.546,-0.010
0.383,1.297,1.297,1.149,-0.543,-0.003
0.412,1.322,1.322,1.094,-0.504,0.003
0.517,1.465,1.465,1.035,-0.460,0.029
0.488,1.435,1.435,0.956,-0.425,0.051
0.497,1.341,1.341,0.864,-0.378,0.082
0.454,1.253,1.253,0.746,-0.312,0.090
0.398,1.101,1.101,0.632,-0.259,0.113
0.451,1.051,1.051,0.530,-0.236,0.119
0.367,0.852,0.852,0.378,-0.188,0.122
0.331,0.830,0.830,0.227,-0.143,0.110
0.395,0.875,0.875,0.116,-0.100,0.114
0.411,0.721,0.721,-0.040,-0.032,0.106
0.417,0.829,0.829,-0.183,0.037,0.098
0.479,0.854,0.854,-0.287,0.089,0.097
0.460,0.870,0.870,-0.403,0.156,0.111
0.296,0.782,0.782,-0.507,0.221,0.117
0.238,0.691,0.691,-0.567,0.264,0.118
0.200,0.631,0.631,-0.634,0.292,0.112
0.140,0.703,0.703,-0.659,0.303,0.088
0.184,0.834,0.834,-0.664,0.311,0.077
0.213,1.075,1.075,-0.652,0.319,0.083
0.214,1.134,1.134,-0.617,0.316,0.109
0.275,0.984,0.984,-0.574,0.311,0.116
0.171,0.838,0.838,-0.484,0.296,0.114
0.079,0.699,0.699,-0.388,0.249,0.114
0.068,0.596,0.596,-0.312,0.192,0.103
0.085,0.514,0.514,-0.200,0.102,0.078
0.126,0.536,0.536,-0.093,0.012,0.051
0.128,0.601,0.601,-0.015,-0.051,0.035
0.144,0.626,0.626,0.082,-0.106,0.020
0.151,0.585,0.585,0.159,-0.131,0.004
0.176,0.588,0.588,0.201,-0.144,-0.005
0.219,0.553,0.553,0.242,-0.160,-0.017
0.257,0.589,0.589,0.265,-0.177,-0.023
0.275,0.605,0.605,0.274,-0.194,-0.026
0.242,0.579,0.579,0.269,-0.223,-0.033
0.265,0.605,0.605,0.254,-0.239,-0.033
0.231,0.663,0.663,0.226,-0.243,-0.035
0.203,0.631,0.631,0.200,-0.243,-0.033
0.166,0.684,0.684,0.161,-0.231,-0.030
0.215,0.731,0.731,0.113,-0.205,-0.021
0.243,0.768,0.768,0.072,-0.181,-0.012
0.271,0.739,0.739,0.020,-0.135,0.006
0.256,0.729,0.729,-0.027,-0.069,0.022
0.265,0.719,0.719,-0.065,-0.020,0.037
0.176,0.648,0.648,-0.116,0.028,0.055
0.224,0.635,0.635,-0.160,0.065,0.064
0.210,0.576,0.576,-0.188,0.089,0.069
0.168,0.536,0.536,-0.223,0.110,0.077
0.169,0.511,0.511,-0.261,0.128,0.081
0.204,0.529,0.529,-0.289,0.139,0.085
0.218,0.561,0.561,-0.324,0.151,0.094
0.162,0.554,0.554,-0.341,0.171,0.104
0.178,0.576,0.576,-0.343,0.194,0.115
0.132,0.522,0.522,-0.342,0.218,0.130
0.045,0.399,0.399,-0.332,0.222,0.137
0.044,0.293,0.293,-0.320,0.225,0.133
0.076,0.113,0.113,-0.294,0.225,0.123
0.089,0.003,0.003,-0.255,0.211,0.105
0.110,0.022,0.022,-0.222,0.190,0.088
0.066,-0.002,-0.002,-0.179,0.148,0.069
-0.029,-0.012,-0.012,-0.130,0.080,0.048
-0.033,-0.002,-0.002,-0.092,0.019,0.029
-0.033,0.054,0.054,-0.040,-0.050,0.004
0.029,0.147,0.147,0.009,-0.103,-0.013
0.061,0.224,0.224,0.043,-0.130,-0.018
0.093,0.332,0.332,0.080,-0.147,-0.019

0.698,1.464,1.464,8.255,-2.189,-0.851
1.003,2.279,2.279,8.240,-2.087,-0.881
1.288,3.341,3.341,8.119,-1.976,-0.861
1.544,3.748,3.748,7.961,-1.869,-0.821
1.912,4.147,4.147,7.682,-1.689,-0.770
1.925,3.309,3.309,7.310,-1.465,-0.811
1.938,4.003,4.003,6.978,-1.312,-0.962
2.204,5.340,5.340,6.430,-1.127,-0.862
2.301,4.196,4.196,5.698,-0.922,-0.696
2.269,3.798,3.798,5.043,-0.802,-0.690
2.576,4.388,4.388,4.020,-0.766,-0.583
2.665,4.202,4.202,2.855,-0.713,-0.386
2.457,3.944,3.944,1.961,-0.666,-0.282
2.248,3.748,3.748,0.724,-0.615,-0.184
1.908,3.209,3.209,-0.541,-0.564,-0.090
1.550,2.534,2.534,-1.865,-0.547,-0.002
1.308,2.000,2.000,-2.883,-0.496,0.021
1.066,2.003,2.003,-4.165,-0.362,0.018
1.162,2.343,2.343,-5.357,-0.162,0.027
0.759,2.225,2.225,-6.127,0.033,0.052
0.481,1.655,1.655,-7.219,0.374,0.013
1.518,3.349,3.349,-7.897,0.719,-0.100
1.839,4.666,4.666,-8.316,1.117,0.010
1.005,4.301,4.301,-8.771,1.506,0.227
0.783,3.628,3.628,-9.142,1.792,0.402
0.833,3.072,3.072,-9.326,2.022,0.530
0.605,2.166,2.166,-9.493,2.265,0.687
0.438,1.006,1.006,-9.609,2.309,0.775
0.678,0.554,0.554,-9.682,2.327,0.775
0.782,0.928,0.928,-9.690,2.401,0.857
0.639,0.590,0.590,-9.610,2.439,0.988
0.660,0.105,0.105,-9.455,2.450,1.053
0.510,-0.015,-0.015,-9.074,2.401,1.176
0.294,-1.014,-1.014,-8.621,2.246,1.287
0.077,-1.773,-1.773,-8.187,2.147,1.303
-0.408,-2.347,-2.347,-7.523,1.991,1.327
-0.869,-3.455,-3.455,-6.845,1.756,1.329
-1.002,-4.301,-4.301,-6.131,1.512,1.236
-1.020,-4.534,-4.534,-5.589,1.362,1.159
-0.882,-4.748,-4.748,-4.876,1.212,1.103
-0.658,-5.282,-5.282,-4.171,1.116,1.037
-0.715,-5.435,-5.435,-3.634,1.070,0.959
-0.837,-5.424,-5.424,-2.909,1.000,0.885
-0.900,-5.654,-5.654,-2.170,0.908,0.855
-0.830,-5.925,-5.925,-1.603,0.825,0.838
-0.762,-6.281,-6.281,-0.805,0.653,0.803
-1.014,-6.334,-6.334,0.026,0.433,0.748
-1.149,-6.174,-6.174,0.690,0.291,0.716
-1.417,-6.281,-6.281,1.601,0.136,0.674
-1.717,-6.681,-6.681,2.520,0.000,0.571
-1.950,-6.918,-6.918,3.228,-0.090,0.444
-2.057,-6.868,-6.868,4.218,-0.225,0.236
-2.424,-6.389,-6.389,5.252,-0.410,0.059
-2.737,-5.895,-5.895,6.074,-0.604,-0.053
-2.785,-4.895,-4.895,7.172,-0.882,-0.173
-2.621,-3.858,-3.858,8.203,-1.133,-0.295
-2.433,-2.791,-2.791,8.936,-1.321,-0.383
-2.436,-1.675,-1.675,9.864,-1.547,-0.474
-2.411,-0.764,-0.764,10.691,-1.763,-0.571
-1.884,0.664,0.664,11.346,-1.832,-0.698
-1.396,1.974,1.974,11.711,-1.823,-0.744
-0.795,3.305,3.305,12.012,-1.794,-0.752
-0.258,3.990,3.990,12.153,-1.721,-0.694
-0.122,2.535,2.535,11.984,-1.469,-1.008
0.918,5.713,5.713,12.053,-1.216,-1.222
1.270,5.669,5.669,11.648,-1.235,-0.930
0.921,4.983,4.983,11.323,-1.099,-0.841
0.841,5.325,5.325,10.695,-1.144,-0.828
1.772,6.424,6.424,9.887,-1.245,-0.755
2.173,6.535,6.535,9.166,-1.240,-0.538
1.952,5.663,5.663,8.166,-1.405,-0.265
1.880,4.329,4.329,7.070,-1.671,-0.099
1.303,3.389,3.389,6.229,-1.857,-0.062
1.079,3.030,3.030,5.054,-2.083,-0.001
0.931,2.298,2.298,3.788,-2.157,0.123
0.603,1.924,1.924,2.519,-2.158,0.122
0.689,2.571,2.571,1.565,-2.117,0.117
1.140,2.773,2.773,0.245,-1.941,0.133
1.211,2.881,2.881,-1.027,-1.586,0.151
1.154,3.396,3.396,-1.974,-1.306,0.179
1.558,4.290,4.290,-3.181,-0.973,0.263
1.499,4.702,4.702,-4.264,-0.508,0.387
1.309,4.861,4.861,-5.007,-0.152,0.483
1.438,5.027,5.027,-5.922,0.277,0.583
1.428,4.992,4.992,-6.744,0.723,0.653
1.620,4.709,4.709,-7.231,1.087,0.766
1.109,3.493,3.493,-7.821,1.625,0.867
0.594,2.476,2.476,-8.296,1.956,0.830
0.624,2.116,2.116,-8.594,2.134,0.827
0.415,0.849,0.849,-8.943,2.385,0.834
-0.002,-0.130,-0.130,-9.199,2.553,0.715
0.054,-0.066,-0.066,-9.347,2.631,0.659
-0.153,-0.450,-0.450,-9.493,2.691,0.691
-0.389,-1.201,-1.201,-9.568,2.652,0.659
-0.185,-1.116,-1.116,-9.570,2.609,0.599
0.185,-0.563,-0.563,-9.542,2.607,0.579
0.444,-0.219,-0.219,-9.461,2.624,0.640
0.496,-0.045,-0.045,-9.340,2.629,0.717
0.430,-0.059,-0.059,-9.091,2.598,0.850
0.478,-0.325,-0.325,-8.684,2.497,1.007
0.478,-0.750,-0.750,-8.116,2.281,1.165
0.219,-1.477,-1.477,-7.562,2.072,1.272
-0.672,-2.892,-2.892,-6.632,1.766,1.352
-1.691,-4.923,-4.923,-5.521,1.380,1.319
-2.183,-6.729,-6.729,-4.564,1.056,1.214
-2.894,-8.988,-8.988,-3.149,0.557,0.977
-3.418,-10.315,-10.315,-1.685,-0.059,0.610
-3.707,-10.503,-10.503,-0.618,-0.518,0.293
-3.909,-10.339,-10.339,0.848,-1.066,-0.049
-3.526,-9.396,-9.396,2.280,-1.546,-0.329
-2.761,-8.176,-8.176,3.235,-1.923,-0.508
-1.988,-6.407,-6.407,4.336,-2.326,-0.705
-1.807,-5.162,-5.162,5.264,-2.573,-0.825
-1.598,-4.712,-4.712,5.856,-2.654,-0.890
-1.725,-4.125,-4.125,6.544,-2.685,-0.938
-1.550,-3.291,-3.291,7.024,-2.646,-1.009
-1.477,-2.620,-2.620,7.257,-2.605,-1.033
-1.222,-2.080,-2.080,7.478,-2.551,-1.080
-0.785,-1.517,-1.517,7.629,-2.489,-1.160

2.830,5.391,5.391,9.166,-1.580,-0.190
2.403,5.682,5.682,8.557,-1.423,-0.090
2.083,5.470,5.470,7.675,-1.369,0.078
2.163,5.103,5.103,6.816,-1.274,0.148
2.101,5.278,5.278,6.165,-1.230,0.218
1.928,5.041,5.041,5.296,-1.217,0.357
1.584,3.922,3.922,4.419,-1.181,0.457
1.252,2.937,2.937,3.739,-1.148,0.459
1.227,1.588,1.588,2.766,-1.075,0.412
1.123,1.031,1.031,1.770,-0.930,0.329
1.166,0.794,0.794,0.996,-0.812,0.285
1.091,0.821,0.821,-0.018,-0.639,0.222
1.107,1.147,1.147,-1.030,-0.447,0.155
1.179,1.495,1.495,-1.756,-0.262,0.104
1.113,2.023,2.023,-2.659,0.035,0.057
1.058,2.410,2.410,-3.497,0.361,0.043
1.102,2.305,2.305,-4.092,0.615,0.051
1.146,2.400,2.400,-4.825,0.975,0.037
1.170,2.465,2.465,-5.509,1.319,0.052
0.982,2.213,2.213,-5.963,1.553,0.080
0.643,1.737,1.737,-6.475,1.858,0.085
0.523,1.529,1.529,-6.912,2.084,0.096
0.493,1.133,1.133,-7.204,2.222,0.116
0.329,0.547,0.547,-7.528,2.386,0.096
0.308,0.550,0.550,-7.857,2.472,0.114
0.203,0.412,0.412,-8.038,2.529,0.147
0.382,0.343,0.343,-8.142,2.666,0.184
0.623,0.749,0.749,-8.065,2.689,0.298
0.559,0.612,0.612,-7.903,2.601,0.421
0.337,0.149,0.149,-7.505,2.484,0.559
-0.106,-0.478,-0.478,-6.912,2.359,0.657
-0.423,-1.257,-1.257,-6.143,2.110,0.745
-0.729,-1.813,-1.813,-5.466,1.845,0.799
-1.095,-3.072,-3.072,-4.457,1.416,0.806
-1.303,-4.095,-4.095,-3.292,0.959,0.726
-1.539,-4.553,-4.553,-2.339,0.560,0.643
-1.978,-5.231,-5.231,-0.981,-0.072,0.516
-2.614,-5.788,-5.788,0.443,-0.708,0.334
-3.050,-6.006,-6.006,1.515,-1.163,0.188
-2.735,-6.026,-6.026,2.887,-1.741,-0.037
-1.766,-4.878,-4.878,4.168,-2.209,-0.168
-1.974,-5.574,-5.574,4.980,-2.528,-0.305
-1.583,-3.806,-3.806,5.961,-2.956,-0.681
-1.115,-2.392,-2.392,6.701,-3.080,-0.609
-1.069,-2.945,-2.945,7.105,-3.114,-0.589
-0.902,-2.290,-2.290,7.514,-3.204,-0.702
-0.532,-1.048,-1.048,7.764,-3.210,-0.712
-0.029,-0.811,-0.811,7.880,-3.098,-0.687
0.089,0.074,0.074,7.930,-3.003,-0.690
0.575,0.917,0.917,7.836,-2.924,-0.677
0.953,1.926,1.926,7.673,-2.782,-0.651
1.225,2.629,2.629,7.486,-2.674,-0.612
1.431,3.721,3.721,7.178,-2.492,-0.535
1.970,4.281,4.281,6.771,-2.228,-0.435
2.029,4.580,4.580,6.476,-1.977,-0.355
2.115,4.732,4.732,6.015,-1.685,-0.261
2.049,4.924,4.924,5.534,-1.421,-0.160
1.938,4.778,4.778,5.158,-1.249,-0.094
1.923,4.589,4.589,4.666,-1.037,-0.034
1.837,4.460,4.460,4.174,-0.851,0.021
1.866,4.263,4.263,3.797,-0.728,0.043
2.059,4.266,4.266,3.294,-0.566,0.072
2.097,4.247,4.247,2.775,-0.371,0.121
2.041,4.181,4.181,2.385,-0.218,0.171
1.991,3.919,3.919,1.869,-0.011,0.241
1.928,3.498,3.498,1.364,0.180,0.297
1.772,3.137,3.137,0.991,0.284,0.330
1.516,2.769,2.769,0.516,0.380,0.362
1.364,2.366,2.366,0.084,0.454,0.376
1.313,2.117,2.117,-0.216,0.509,0.371
1.094,1.854,1.854,-0.582,0.566,0.360
0.950,1.803,1.803,-0.890,0.633,0.352
0.889,1.838,1.838,-1.090,0.694,0.357
0.806,1.843,1.843,-1.310,0.789,0.362
0.771,1.816,1.816,-1.488,0.895,0.365
0.591,1.681,1.681,-1.605,0.964,0.366
0.467,1.539,1.539,-1.713,1.043,0.355
0.349,1.438,1.438,-1.782,1.110,0.338
0.314,1.254,1.254,-1.816,1.167,0.322
0.317,1.168,1.168,-1.821,1.192,0.308
0.222,1.075,1.075,-1.797,1.180,0.294
0.217,0.884,0.884,-1.739,1.155,0.278
0.298,0.669,0.669,-1.667,1.134,0.260
0.231,0.534,0.534,-1.563,1.067,0.258
-0.093,0.223,0.223,-1.405,1.022,0.225
-0.082,0.195,0.195,-1.314,0.891,0.195
0.061,0.079,0.079,-1.157,0.777,0.151
-0.006,0.316,0.316,-0.987,0.601,0.103
0.200,0.498,0.498,-0.856,0.486,0.081
0.121,0.704,0.704,-0.657,0.372,0.077
0.034,0.624,0.624,-0.451,0.237,0.069
0.015,0.564,0.564,-0.292,0.121,0.056
-0.042,0.548,0.548,-0.081,-0.032,0.035
-0.074,0.584,0.584,0.115,-0.189,0.004
-0.077,0.638,0.638,0.246,-0.291,-0.018
-0.047,0.780,0.780,0.394,-0.384,-0.038
-0.089,0.924,0.924,0.494,-0.447,-0.042
0.002,0.901,0.901,0.531,-0.490,-0.047
0.030,0.991,0.991,0.585,-0.469,-0.029
0.067,0.849,0.849,0.582,-0.534,-0.004
0.207,0.645,0.645,0.551,-0.573,-0.018
0.174,0.960,0.960,0.531,-0.517,-0.002
0.138,0.805,0.805,0.452,-0.468,0.035
0.098,0.615,0.615,0.393,-0.427,0.021
0.058,0.800,0.800,0.308,-0.343,0.015
0.137,0.822,0.822,0.211,-0.252,0.043
0.191,0.725,0.725,0.127,-0.204,0.050
0.262,0.762,0.762,0.013,-0.139,0.059
0.285,0.700,0.700,-0.107,-0.057,0.081
0.204,0.597,0.597,-0.190,-0.003,0.089
0.153,0.430,0.430,-0.289,0.060,0.082
0.211,0.398,0.398,-0.387,0.127,0.068
0.258,0.423,0.423,-0.479,0.186,0.060
0.253,0.424,0.424,-0.544,0.222,0.055
0.192,0.467,0.467,-0.611,0.279,0.050
0.188,0.566,0.566,-0.670,0.335,0.045
0.208,0.630,0.630,-0.691,0.362,0.055
0.147,0.617,0.617,-0.694,0.404,0.069
0.111,0.567,0.567,-0.676,0.437,0.076

1.950,-0.648,-0.648,0.500,0.005,0.104
1.953,-0.297,-0.297,0.513,-0.021,0.073
2.242,-0.488,-0.488,0.488,-0.042,0.048
2.301,-0.380,-0.380,0.495,-0.060,0.014
2.353,-0.302,-0.302,0.497,-0.118,-0.014
2.400,-0.146,-0.146,0.491,-0.171,-0.034
2.376,0.082,0.082,0.487,-0.247,-0.056
2.375,0.400,0.400,0.485,-0.312,-0.074
2.398,0.688,0.688,0.495,-0.350,-0.083
2.326,1.124,1.124,0.531,-0.412,-0.040
2.031,1.017,1.017,0.567,-0.474,-0.071
2.347,1.776,1.776,0.610,-0.508,-0.104
2.277,2.440,2.440,0.570,-0.419,-0.037
2.062,2.330,2.330,0.535,-0.329,0.010
2.016,2.640,2.640,0.535,-0.289,0.036
2.000,3.188,3.188,0.496,-0.214,0.094
1.875,3.443,3.443,0.445,-0.126,0.205
1.687,3.431,3.431,0.392,-0.042,0.242
1.663,3.906,3.906,0.342,0.028,0.324
1.391,3.697,3.697,0.280,0.102,0.482
1.081,3.360,3.360,0.228,0.155,0.563
0.708,2.805,2.805,0.166,0.188,0.668
0.309,2.420,2.420,0.119,0.198,0.743
0.026,2.151,2.151,0.087,0.194,0.792
-0.303,1.747,1.747,0.050,0.199,0.861
-0.767,1.238,1.238,0.026,0.204,0.905
-1.127,0.946,0.946,0.019,0.197,0.925
-1.489,0.603,0.603,0.019,0.189,0.933
-1.821,0.324,0.324,0.018,0.188,0.939
-2.019,0.082,0.082,0.022,0.178,0.941
-2.241,-0.234,-0.234,0.023,0.153,0.929
-2.454,-0.440,-0.440,0.021,0.129,0.909
-2.645,-0.605,-0.605,0.009,0.127,0.895
-2.765,-0.795,-0.795,0.000,0.135,0.882
-2.968,-1.018,-1.018,-0.005,0.160,0.858
-3.176,-1.214,-1.214,-0.006,0.188,0.823
-3.164,-1.321,-1.321,-0.003,0.210,0.793
-3.293,-1.407,-1.407,-0.003,0.253,0.750
-3.411,-1.407,-1.407,0.001,0.286,0.714
-3.483,-1.393,-1.393,0.012,0.300,0.693
-3.489,-1.384,-1.384,0.030,0.297,0.664
-3.419,-1.328,-1.328,0.040,0.300,0.627
-3.365,-1.273,-1.273,0.034,0.301,0.596
-3.410,-1.229,-1.229,0.020,0.301,0.559
-3.389,-1.209,-1.209,0.007,0.305,0.520
-3.391,-1.152,-1.152,-0.006,0.309,0.492
-3.370,-1.124,-1.124,-0.029,0.309,0.458
-3.340,-1.149,-1.149,-0.049,0.296,0.426
-3.302,-1.140,-1.140,-0.056,0.280,0.394
-3.381,-1.122,-1.122,-0.062,0.253,0.353
-3.379,-1.128,-1.128,-0.062,0.229,0.314
-3.424,-0.983,-0.983,-0.060,0.223,0.280
-3.276,-0.865,-0.865,-0.044,0.242,0.258
-3.140,-1.124,-1.124,-0.019,0.192,0.226
-3.030,-1.027,-1.027,-0.004,0.148,0.183
-2.998,-0.781,-0.781,0.009,0.112,0.153
-2.835,-0.916,-0.916,0.022,0.072,0.127
-2.750,-0.878,-0.878,0.040,0.050,0.090
-2.737,-0.692,-0.692,0.050,0.007,0.055
-2.443,-0.758,-0.758,0.094,0.021,0.009
-2.343,-0.503,-0.503,0.118,0.056,-0.019
-2.183,-0.212,-0.212,0.130,0.043,-0.017
-1.867,-0.522,-0.522,0.156,0.024,-0.030
-1.633,-0.460,-0.460,0.180,0.052,-0.061
-1.577,-0.244,-0.244,0.205,0.092,-0.079
-1.367,-0.216,-0.216,0.210,0.085,-0.073
-1.128,-0.052,-0.052,0.259,0.090,-0.082
-0.867,-0.276,-0.276,0.286,0.088,-0.080
-0.619,-0.130,-0.130,0.342,0.137,-0.117
-0.382,0.178,0.178,0.349,0.179,-0.122
-0.365,0.277,0.277,0.359,0.172,-0.109
0.356,0.150,0.150,0.333,0.151,-0.104
0.555,0.372,0.372,0.336,0.217,-0.094
0.732,0.149,0.149,0.318,0.246,-0.096
1.126,0.132,0.132,0.294,0.232,-0.095
1.403,0.063,0.063,0.277,0.246,-0.115
1.629,0.123,0.123,0.255,0.225,-0.127
1.953,-0.034,-0.034,0.242,0.242,-0.143
2.519,-0.193,-0.193,0.231,0.221,-0.172
2.666,-0.170,-0.170,0.231,0.249,-0.198
3.007,-0.392,-0.392,0.221,0.245,-0.235
3.054,0.155,0.155,0.220,0.250,-0.270
3.120,0.251,0.251,0.195,0.151,-0.260
3.616,0.077,0.077,0.168,0.001,-0.255
3.473,0.681,0.681,0.217,-0.089,-0.267
4.258,0.296,0.296,0.136,-0.083,-0.316
3.680,1.280,1.280,0.182,0.055,-0.327
3.649,1.565,1.565,0.139,-0.143,-0.272
4.514,1.350,1.350,0.089,-0.159,-0.260
4.105,1.938,1.938,0.107,0.009,-0.262
4.070,2.157,2.157,0.036,0.001,-0.218
4.153,2.325,2.325,-0.024,-0.024,-0.150
3.976,2.316,2.316,-0.066,0.006,-0.100
3.713,2.204,2.204,-0.137,0.043,-0.039
3.479,2.146,2.146,-0.203,0.074,0.016
3.302,2.061,2.061,-0.248,0.094,0.060
3.025,1.884,1.884,-0.287,0.109,0.127
2.720,1.564,1.564,-0.311,0.126,0.181
2.520,1.345,1.345,-0.322,0.138,0.212
2.188,0.985,0.985,-0.337,0.137,0.246
1.896,0.736,0.736,-0.345,0.117,0.268
1.698,0.637,0.637,-0.347,0.092,0.286
1.420,0.427,0.427,-0.357,0.047,0.314
1.171,0.338,0.338,-0.366,0.014,0.317
1.031,0.285,0.285,-0.370,-0.012,0.335
0.775,0.157,0.157,-0.374,-0.045,0.354
0.492,0.112,0.112,-0.372,-0.066,0.370
0.239,0.081,0.081,-0.368,-0.081,0.378
-0.071,0.052,0.052,-0.347,-0.083,0.403
-0.333,-0.034,-0.034,-0.328,-0.084,0.417
-0.514,0.004,0.004,-0.311,-0.085,0.425
-0.691,0.056,0.056,-0.287,-0.093,0.442
-0.860,-0.025,-0.025,-0.267,-0.107,0.451
-1.050,0.135,0.135,-0.265,-0.120,0.455
-1.329,-0.060,-0.060,-0.269,-0.139,0.465
-1.664,-0.275,-0.275,-0.222,-0.129,0.470
-1.860,-0.316,-0.316,-0.196,-0.129,0.460
-1.992,-0.305,-0.305,-0.179,-0.115,0.447
-2.112,-0.290,-0.290,-0.154,-0.092,0.441

-1.994,-5.076,-5.076,8.511,-2.656,-1.657
-1.800,-3.318,-3.318,9.064,-2.705,-1.837
-1.013,-1.126,-1.126,9.684,-2.743,-1.797
-0.622,0.122,0.122,10.231,-2.715,-1.625
-0.563,0.856,0.856,10.543,-2.725,-1.496
-0.232,2.401,2.401,10.811,-2.691,-1.357
0.481,4.071,4.071,10.970,-2.546,-1.139
1.006,4.304,4.304,11.039,-2.311,-1.026
1.155,6.193,6.193,11.117,-1.993,-0.989
1.761,6.450,6.450,10.965,-1.780,-0.985
2.491,8.385,8.385,10.913,-1.535,-0.938
2.830,8.710,8.710,10.566,-1.249,-0.647
2.783,7.973,7.973,10.036,-1.071,-0.571
2.967,8.011,8.011,9.505,-0.977,-0.541
3.053,7.405,7.405,8.712,-0.724,-0.441
3.241,7.505,7.505,7.802,-0.557,-0.317
3.485,7.337,7.337,7.020,-0.469,-0.235
3.758,7.866,7.866,5.909,-0.362,-0.095
4.002,7.802,7.802,4.727,-0.246,0.105
3.899,7.519,7.519,3.533,-0.139,0.329
3.760,6.928,6.928,2.586,-0.134,0.496
3.262,5.316,5.316,1.290,-0.043,0.674
2.554,3.591,3.591,0.054,0.083,0.835
2.137,2.458,2.458,-0.836,0.153,0.900
1.738,1.757,1.757,-2.007,0.225,0.929
1.806,1.571,1.571,-3.119,0.318,0.964
1.291,1.010,1.010,-3.874,0.452,0.985
0.782,0.318,0.318,-4.774,0.630,0.919
0.546,-0.152,-0.152,-5.582,0.818,0.810
0.540,-0.304,-0.304,-6.153,1.007,0.747
-0.034,-1.082,-1.082,-6.841,1.241,0.677
-0.559,-1.769,-1.769,-7.435,1.387,0.496
-0.327,-1.738,-1.738,-7.868,1.446,0.379
-0.753,-2.126,-2.126,-8.405,1.502,0.259
-0.953,-2.341,-2.341,-8.845,1.606,0.079
-1.033,-2.637,-2.637,-9.108,1.729,-0.077
-0.979,-2.406,-2.406,-9.496,1.872,-0.353
-1.105,-2.147,-2.147,-9.958,1.882,-0.536
-0.703,-2.179,-2.179,-10.408,1.946,-0.583
-0.769,-2.206,-2.206,-10.744,1.958,-0.653
-0.843,-2.124,-2.124,-11.221,1.939,-0.817
-1.173,-1.781,-1.781,-11.668,1.882,-0.948
-0.981,-1.370,-1.370,-12.024,1.762,-1.134
-0.219,0.337,0.337,-12.362,1.693,-1.115
-0.126,0.987,0.987,-12.567,1.754,-0.923
-0.072,0.911,0.911,-12.564,1.801,-0.770
0.333,2.179,2.179,-12.409,1.884,-0.547
0.847,1.746,1.746,-12.215,1.942,-0.327
1.769,3.363,3.363,-12.052,2.070,-0.225
1.443,3.441,3.441,-12.410,2.025,0.057
2.296,2.725,2.725,-11.958,1.976,0.365
2.658,1.638,1.638,-11.449,2.011,0.673
1.277,-0.385,-0.385,-10.393,1.910,0.868
1.017,-1.545,-1.545,-9.144,1.422,1.282
-0.308,-7.014,-7.014,-7.584,1.087,1.443
-1.447,-8.995,-8.995,-6.245,0.770,1.267
-2.056,-10.969,-10.969,-4.432,0.249,0.981
-1.804,-11.965,-11.965,-2.625,-0.352,0.697
-1.392,-11.975,-11.975,-1.293,-0.653,0.499
-1.669,-11.632,-11.632,0.364,-1.061,0.317
-1.786,-11.446,-11.446,1.869,-1.441,0.052
-1.699,-10.443,-10.443,2.907,-1.583,-0.136
-1.609,-9.558,-9.558,4.110,-1.787,-0.309
-1.271,-8.447,-8.447,5.113,-1.836,-0.441
-1.434,-7.912,-7.912,5.737,-1.786,-0.596
-1.231,-6.529,-6.529,6.473,-1.613,-0.834
-0.963,-4.803,-4.803,7.044,-1.388,-1.032
-0.648,-3.027,-3.027,7.487,-1.217,-1.107
-0.194,-2.005,-2.005,7.759,-1.148,-1.165
0.453,-0.341,-0.341,8.158,-0.883,-1.096
-0.086,1.003,1.003,8.663,-0.699,-0.997
-0.131,1.711,1.711,8.999,-0.697,-0.913
-0.068,2.845,2.845,9.496,-0.599,-0.785
-0.062,3.801,3.801,9.992,-0.527,-0.631
0.010,4.448,4.448,10.360,-0.499,-0.498
0.150,5.340,5.340,10.823,-0.483,-0.312
0.138,5.904,5.904,11.206,-0.520,-0.112
0.088,5.828,5.828,11.410,-0.550,0.017
-0.190,5.590,5.590,11.588,-0.516,0.110
-0.529,5.736,5.736,11.615,-0.614,0.277
-0.716,3.885,3.885,11.473,-0.759,0.441
-0.410,1.588,1.588,11.225,-0.850,0.269
-0.238,1.720,1.720,10.918,-0.900,0.096
-0.252,1.409,1.409,10.566,-1.078,0.102
0.035,0.020,0.020,9.991,-1.320,-0.013
0.198,0.217,0.217,9.391,-1.545,-0.185
0.584,-0.121,-0.121,8.795,-1.741,-0.250
0.689,-1.348,-1.348,7.903,-1.913,-0.337
0.732,-0.978,-0.978,6.907,-2.108,-0.571
0.910,0.210,0.210,5.788,-2.355,-0.497
0.953,-0.240,-0.240,4.888,-2.421,-0.486
1.135,0.801,0.801,3.677,-2.478,-0.567
1.371,2.404,2.404,2.407,-2.571,-0.500
1.343,2.887,2.887,1.448,-2.506,-0.402
